AcCr,AeLa,ArKe,AsPl,BoIn,Br3,BrEr,BrLa,Comm,ConSp,CorSp,CyMaKy,Dig2,DiMi,DiRe,DyRa,EragSp,EuIn,EvAl,GutSp,HibFla,InBr,InSc,IpSi,K,LeSp,LiNu,MeSp,MiKu,MiOr,MoNu,MoDe,MoAu,PaAs,PeMe,PeSt,PhMa,PlSp,PolL,PoSp,PoOl,PoQu,PsGl,PsSc,RhNd,RhHo,SoInc,SoInd,SpPy,ThTr,TrBe
0,0.001117318,0,0.025698324,0,0,0,0.067039106,0.001117318,0,0,0,0,0,0,0,0,0,0,0,0.001117318,0,0.008938547,0,0,0,0.105027933,0,0,0,0,0.008938547,0,0,0.182122905,0.330726257,0,0,0,0,0,0,0.05027933,0,0,0.001117318,0,0.003351955,0,0.213407821,0
0,0.009596929,0,0.049904031,0,0,0,0.145873321,0.001919386,0,0,0,0,0,0,0.009596929,0,0,0,0,0.009596929,0,0,0,0,0,0.071017274,0,0,0,0,0.007677543,0,0,0.199616123,0.199616123,0,0,0,0,0,0,0.017274472,0,0,0,0,0.021113244,0,0.257197697,0
0.001508296,0.009049774,0,0.043740573,0.003016591,0,0,0.147812971,0.025641026,0,0.001508296,0.001508296,0,0,0.057315234,0.010558069,0,0,0.037707391,0,0,0,0.009049774,0,0,0.003016591,0.016591252,0,0,0.006033183,0,0,0.001508296,0,0.208144796,0.184012066,0.001508296,0,0,0.010558069,0,0,0.007541478,0,0,0.004524887,0,0.012066365,0.001508296,0.185520362,0.001508296
0.007936508,0.006349206,0,0.019047619,0,0,0,0.114285714,0.026984127,0,0.003174603,0.003174603,0,0,0.015873016,0.012698413,0.001587302,0.001587302,0.026984127,0,0,0,0.015873016,0,0.001587302,0.007936508,0.011111111,0,0,0.001587302,0.001587302,0,0,0,0.1,0.425396825,0,0,0,0.001587302,0,0,0.026984127,0,0,0,0,0.03015873,0.003174603,0.123809524,0.003174603
0.001386963,0.0110957,0,0.018030513,0.006934813,0,0,0.169209431,0.009708738,0,0,0.0110957,0,0.001386963,0.033287101,0.006934813,0,0,0.048543689,0,0,0,0.00554785,0,0.001386963,0.002773925,0.029126214,0,0,0,0.001386963,0,0,0,0.113730929,0.26074896,0,0,0.001386963,0.002773925,0,0,0.008321775,0,0,0.016643551,0,0.019417476,0.009708738,0.205270458,0
0,0.007838746,0,0.041433371,0.001119821,0,0,0.147816349,0.006718925,0,0.001119821,0.005599104,0,0,0.003359462,0.020156775,0,0,0.003359462,0,0.001119821,0,0.01343785,0.001119821,0,0.001119821,0.01343785,0,0,0.001119821,0,0.001119821,0,0,0.125419933,0.402015677,0,0,0,0.001119821,0,0,0.006718925,0,0,0.003359462,0.002239642,0.042553191,0,0.136618141,0
0.002314815,0.012731481,0,0.017361111,0,0,0,0.087962963,0.009259259,0.001157407,0.001157407,0,0,0,0.012731481,0.03587963,0,0,0.025462963,0,0,0,0.017361111,0,0,0.001157407,0.015046296,0,0,0.002314815,0,0.002314815,0,0,0.126157407,0.414351852,0.001157407,0,0,0.003472222,0,0,0.013888889,0,0,0.009259259,0,0.015046296,0,0.166666667,0
0.003149606,0.003149606,0,0.047244094,0.003149606,0,0.003149606,0.05984252,0.036220472,0,0,0,0,0,0.004724409,0.004724409,0,0,0.061417323,0,0.001574803,0,0.004724409,0.001574803,0.001574803,0.004724409,0.007874016,0,0,0,0.007874016,0.001574803,0,0,0.132283465,0.423622047,0,0,0.001574803,0.001574803,0,0,0.036220472,0,0,0.011023622,0.006299213,0.023622047,0,0.096062992,0
0,0.004092769,0,0.043656207,0,0,0,0.098226467,0.012278308,0,0.001364256,0.009549795,0,0,0.021828104,0.001364256,0,0.004092769,0.031377899,0,0,0,0.004092769,0,0,0.001364256,0.008185539,0,0,0.001364256,0.001364256,0,0.001364256,0,0.287858117,0.260572988,0,0,0.001364256,0.005457026,0,0,0.001364256,0,0,0.002728513,0,0.004092769,0,0.189631651,0
0,0.003926702,0,0.045811518,0,0,0,0.117801047,0.020942408,0,0.001308901,0.006544503,0,0.001308901,0.006544503,0,0.001308901,0,0.002617801,0,0,0.002617801,0.002617801,0.007853403,0,0.003926702,0.005235602,0,0,0,0,0.003926702,0,0,0.19895288,0.369109948,0.001308901,0,0,0.001308901,0,0,0.017015707,0,0,0,0.001308901,0.015706806,0,0.15052356,0.002617801
0,0.010804322,0,0.056422569,0,0,0,0.116446579,0.016806723,0,0,0.00240096,0,0,0.007202881,0.00240096,0,0,0.012004802,0,0,0,0.015606242,0.00120048,0.00120048,0,0.003601441,0,0,0.00120048,0,0.004801921,0,0,0.340936375,0.226890756,0,0,0,0.00120048,0,0,0.006002401,0.00120048,0,0.00240096,0,0.019207683,0,0.145258103,0.00240096
0,0.004965243,0,0.076464747,0,0,0,0.100297915,0.000993049,0,0,0.001986097,0,0,0.002979146,0.000993049,0,0,0.000993049,0,0,0,0.004965243,0,0,0.000993049,0.037735849,0,0,0,0,0.002979146,0.000993049,0,0.215491559,0.360476663,0,0,0,0,0,0,0.026812314,0,0,0.021847071,0.001986097,0.009930487,0,0.12611718,0
0.001228501,0.014742015,0,0.049140049,0,0,0,0.13022113,0.028255528,0,0,0.003685504,0,0,0.001228501,0.024570025,0,0,0.020884521,0,0,0,0.004914005,0,0,0,0.028255528,0,0,0.002457002,0,0,0,0,0.211302211,0.26044226,0.001228501,0,0.001228501,0,0,0,0.007371007,0,0,0.017199017,0,0.003685504,0.001228501,0.186732187,0
0.004172462,0.006954103,0,0.076495132,0,0,0,0.089012517,0.018080668,0,0.001390821,0.004172462,0,0,0.015299026,0.002781641,0.006954103,0,0.016689847,0,0,0,0.004172462,0,0,0.001390821,0.016689847,0,0,0.001390821,0,0.001390821,0,0,0.171070932,0.361613352,0,0,0,0.002781641,0,0,0.009735744,0,0,0.009735744,0,0.009735744,0,0.16689847,0
0.004347826,0.007246377,0,0.073913043,0.014492754,0,0,0.155072464,0.014492754,0,0.001449275,0.017391304,0,0,0.04057971,0.039130435,0.008695652,0.001449275,0.014492754,0,0,0,0.010144928,0.001449275,0,0.001449275,0.004347826,0,0,0.001449275,0.001449275,0,0,0,0.171014493,0.14057971,0.001449275,0,0,0.005797101,0,0,0.002898551,0,0,0.001449275,0.001449275,0.04057971,0.020289855,0.184057971,0.005797101
0.001724138,0.001724138,0,0.037931034,0.003448276,0,0,0.15862069,0.010344828,0,0.001724138,0,0,0,0.00862069,0,0,0,0.022413793,0,0.001724138,0,0.005172414,0,0,0.001724138,0.027586207,0,0,0,0.005172414,0,0.001724138,0,0.124137931,0.393103448,0.003448276,0,0,0.001724138,0,0,0.04137931,0,0,0,0.005172414,0.046551724,0,0.084482759,0.003448276
0,0.005479452,0,0.036986301,0.001369863,0,0,0.105479452,0.015068493,0,0,0.005479452,0,0,0.024657534,0.016438356,0.006849315,0,0.002739726,0,0,0,0.005479452,0,0.001369863,0,0.020547945,0,0,0,0,0,0,0,0.102739726,0.302739726,0.001369863,0,0.001369863,0.002739726,0,0,0.045205479,0,0,0,0,0.050684932,0.005479452,0.228767123,0
0.005509642,0.006887052,0,0.082644628,0.005509642,0,0,0.179063361,0.013774105,0,0.004132231,0,0,0,0.019283747,0.00137741,0,0,0.009641873,0,0,0,0.017906336,0.006887052,0,0.002754821,0.02892562,0,0,0.00137741,0.00137741,0,0,0,0.151515152,0.303030303,0,0.006887052,0,0.00137741,0,0,0.027548209,0,0,0,0,0.052341598,0,0.05922865,0
0.00220022,0.00880088,0,0.067106711,0.01210121,0,0,0.106710671,0.01650165,0,0.00110011,0.00330033,0,0,0.03960396,0,0.00330033,0,0.00990099,0,0.00110011,0,0.02970297,0.00110011,0,0,0.03850385,0,0,0.00220022,0.00110011,0.00330033,0,0,0.156215622,0.188118812,0,0,0,0.00110011,0,0,0.03410341,0,0,0,0,0.01210121,0.00220022,0.245324532,0
0.001589825,0.001589825,0,0.049284579,0.0063593,0,0,0.160572337,0.022257552,0,0.001589825,0.012718601,0,0.00317965,0.036565978,0.033386328,0.007949126,0,0.017488076,0,0.0063593,0,0.001589825,0,0.001589825,0.004769475,0.0063593,0,0,0,0.00317965,0,0,0,0.149443561,0.168521463,0,0,0.001589825,0.004769475,0,0,0.023847377,0,0,0,0.001589825,0.023847377,0.00317965,0.228934817,0.0063593
0,0.008273009,0,0.043433299,0.002068252,0,0.016546019,0.250258532,0.023784902,0,0,0.005170631,0,0,0.003102378,0.029989659,0.003102378,0,0,0,0,0,0,0,0,0,0.019648397,0,0,0,0,0.007238883,0,0,0.147880041,0.201654602,0,0,0,0.001034126,0,0,0.017580145,0,0,0.005170631,0,0.010341262,0,0.203722854,0
0.000994036,0.003976143,0,0.029821074,0.000994036,0,0.005964215,0.206759443,0.029821074,0,0.000994036,0.008946322,0,0,0,0.029821074,0.003976143,0,0.007952286,0,0,0,0.010934394,0,0,0,0.015904573,0,0,0,0,0.000994036,0.000994036,0,0.068588469,0.290258449,0.001988072,0,0,0.001988072,0,0,0.060636183,0.000994036,0,0.005964215,0,0.020874751,0,0.186878728,0
0,0.011167513,0,0.030456853,0.004060914,0,0.016243655,0.242639594,0.016243655,0,0,0.006091371,0,0,0,0.014213198,0.003045685,0,0.003045685,0,0,0,0.002030457,0,0,0,0.029441624,0,0,0,0,0.003045685,0.001015228,0,0.153299492,0.256852792,0.001015228,0,0,0.002030457,0,0,0.011167513,0.008121827,0,0.004060914,0,0.012182741,0,0.166497462,0
0.00265252,0.00265252,0,0.028293546,0,0,0.015030946,0.195402299,0.030946065,0,0,0.001768347,0,0,0.000884173,0.030061892,0.000884173,0,0.00265252,0,0,0,0,0,0,0,0.022104332,0,0,0,0,0.00795756,0,0,0.122015915,0.330680813,0.000884173,0,0,0.000884173,0,0,0.020335986,0.000884173,0,0.00265252,0,0.024756852,0,0.145888594,0
0.001762115,0.00969163,0,0.066960352,0,0,0.014096916,0.185903084,0.051101322,0,0,0.001762115,0,0,0.000881057,0.035242291,0.000881057,0,0.002643172,0,0,0,0.005286344,0,0.001762115,0.000881057,0.020264317,0,0,0,0,0.003524229,0,0,0.095154185,0.24845815,0.000881057,0,0,0.000881057,0.000881057,0,0.015859031,0.005286344,0,0.000881057,0,0.011453744,0,0.211453744,0
0,0.00660066,0,0.04840484,0.00770077,0,0.00880088,0.123212321,0.03630363,0,0,0.00110011,0,0,0,0.00220022,0.00770077,0,0.00220022,0,0,0,0,0,0,0,0.02090209,0,0,0,0,0.00220022,0,0,0.111111111,0.365236524,0,0,0,0,0.00220022,0,0.118811881,0,0,0.00110011,0,0.01540154,0,0.115511551,0.00110011
0,0.006737247,0,0.06641001,0.00481232,0,0.025024062,0.14533205,0.025986526,0,0,0.006737247,0,0,0.000962464,0.001924928,0,0,0.000962464,0,0,0,0.008662175,0,0,0,0.052935515,0,0,0,0,0.000962464,0,0,0.235803657,0.203079885,0,0,0,0.003849856,0,0,0.00481232,0.003849856,0,0.000962464,0,0.006737247,0,0.191530318,0
0.001890359,0.006616257,0.00094518,0.053875236,0.00094518,0,0.017958412,0.13610586,0.064272212,0,0,0.013232514,0,0,0.002835539,0.006616257,0.007561437,0,0.003780718,0,0,0,0,0,0,0,0.015122873,0,0,0,0,0.010396975,0,0,0.165406427,0.2268431,0.003780718,0,0,0,0.002835539,0,0.035916824,0.005671078,0,0.002835539,0.001890359,0.025519849,0.006616257,0.177693762,0
0.000929368,0.014869888,0,0.06598513,0.002788104,0,0.013011152,0.217472119,0.030669145,0,0,0.002788104,0,0,0.001858736,0.020446097,0.001858736,0.007434944,0.001858736,0,0,0.000929368,0.006505576,0.001858736,0,0,0.039962825,0,0,0,0,0.002788104,0,0,0.20260223,0.166356877,0.000929368,0,0,0.010223048,0.000929368,0,0.019516729,0.003717472,0,0.002788104,0,0.014869888,0,0.140334572,0
0.005181347,0.011226252,0,0.123488774,0,0,0.01208981,0.166666667,0.02417962,0,0,0,0,0,0.006908463,0.003454231,0.001727116,0.001727116,0.002590674,0,0,0,0.012953368,0.002590674,0.000863558,0.000863558,0.033678756,0,0,0,0,0.018998273,0,0,0.118307427,0.242659758,0.000863558,0,0,0.003454231,0,0,0.057858377,0.006044905,0,0.005181347,0.000863558,0.014680484,0,0.116580311,0
0,0.006113537,0,0.053275109,0,0,0.021834061,0.223580786,0.052401747,0,0,0.000873362,0,0,0,0.011353712,0.002620087,0,0.010480349,0,0,0,0.007860262,0,0,0.000873362,0.020960699,0,0.001746725,0,0,0.001746725,0,0,0.145851528,0.23580786,0.006113537,0,0,0.002620087,0,0,0.020960699,0.000873362,0,0.007860262,0,0.008733624,0.000873362,0.148471616,0
0,0.008372093,0,0.056744186,0,0,0.015813953,0.159069767,0.028837209,0,0.000930233,0.006511628,0,0,0.000930233,0.00372093,0.00744186,0,0.005581395,0,0,0,0.004651163,0,0,0,0.03255814,0,0,0,0,0.004651163,0,0,0.200930233,0.180465116,0.000930233,0,0,0.002790698,0.004651163,0,0.015813953,0.002790698,0,0.001860465,0,0.004651163,0,0.249302326,0
0,0.008859358,0,0.067552602,0.011074197,0,0.029900332,0.259136213,0.008859358,0,0,0.019933555,0,0,0.003322259,0.024363234,0.033222591,0,0.00110742,0,0.00110742,0.002214839,0.00110742,0,0.00110742,0,0.062015504,0,0.00110742,0,0,0.00110742,0,0,0.099667774,0.15393134,0.00110742,0,0,0,0.00110742,0,0.019933555,0.00110742,0,0,0,0.023255814,0,0.151716501,0.009966777
0,0.003282276,0,0.061269147,0.003282276,0,0.020787746,0.165207877,0.044857768,0,0,0.003282276,0,0,0,0.00547046,0.020787746,0.001094092,0.004376368,0,0.001094092,0.001094092,0.006564551,0.002188184,0,0,0.0404814,0,0.003282276,0,0,0.003282276,0,0,0.138949672,0.259299781,0.004376368,0,0,0,0.001094092,0,0.065645514,0,0,0,0,0.018599562,0.00547046,0.103938731,0.009846827
0.001014199,0.004056795,0,0.079107505,0.020283976,0,0.012170385,0.146044625,0.019269777,0,0,0.002028398,0,0,0,0.00811359,0.011156187,0,0.002028398,0,0.006085193,0,0,0,0,0,0.044624746,0,0,0,0,0.005070994,0.002028398,0,0.107505071,0.220081136,0,0,0,0,0,0,0.068965517,0,0,0,0,0.021298174,0.003042596,0.209939148,0.001014199
0,0.011029412,0,0.143382353,0.008272059,0,0.017463235,0.234375,0.0625,0,0,0.001838235,0,0.003676471,0,0,0.007352941,0,0.005514706,0,0,0,0.006433824,0.004595588,0.002757353,0,0.032169118,0,0,0,0,0.001838235,0.000919118,0,0.124080882,0.162683824,0,0.004595588,0,0.000919118,0,0,0.049632353,0.001838235,0,0.004595588,0,0.018382353,0.001838235,0.082720588,0.002757353
0,0.009646302,0,0.071543408,0.023311897,0,0.032154341,0.209003215,0.016881029,0.000803859,0.000803859,0.001607717,0,0,0.00562701,0.000803859,0.011254019,0,0.001607717,0,0.000803859,0,0.004019293,0,0,0,0.07073955,0,0,0,0,0.004823151,0.002411576,0,0.112540193,0.149517685,0.000803859,0.002411576,0,0.000803859,0.002411576,0,0.050643087,0.001607717,0,0.000803859,0,0.008842444,0.009646302,0.18488746,0.000803859
0,0.010504202,0,0.034663866,0.009453782,0,0.039915966,0.135504202,0.044117647,0,0,0.027310924,0,0,0.00105042,0,0.021008403,0,0,0,0.005252101,0,0.003151261,0,0,0,0.047268908,0,0.008403361,0,0,0.005252101,0,0,0.142857143,0.223739496,0,0,0,0,0.00105042,0,0.023109244,0,0,0,0.00210084,0.019957983,0.004201681,0.180672269,0.005252101
0,0,0,0.024608501,0.008948546,0,0.003355705,0.231543624,0.012304251,0,0,0.005592841,0,0,0.002237136,0.024608501,0,0,0.001118568,0,0,0,0.002237136,0,0,0,0.100671141,0,0,0,0,0.006711409,0,0,0.111856823,0.262863535,0,0,0,0.002237136,0,0,0.003355705,0,0,0,0,0.026845638,0,0.168903803,0
0,0.003147954,0,0.03567681,0.002098636,0,0,0.195173137,0.019937041,0,0,0.001049318,0,0,0,0.039874082,0,0,0,0,0,0,0.00524659,0,0,0,0.04616999,0,0,0,0,0.007345226,0,0,0.086044071,0.360965373,0.002098636,0.002098636,0,0.003147954,0,0,0.031479538,0,0,0,0,0.026232949,0,0.132214061,0
0,0.002785515,0,0.033426184,0.010213556,0,0,0.276694522,0.018570102,0.00185701,0,0.007428041,0,0,0.00185701,0.016713092,0,0,0,0,0,0,0,0,0,0,0.042711235,0,0,0.000928505,0,0.012999071,0,0,0.129990715,0.268337976,0.00371402,0.002785515,0,0.000928505,0,0,0.009285051,0,0,0.00185701,0,0.019498607,0,0.137418756,0
0,0.003581021,0,0.010743062,0,0,0.006266786,0.167412713,0.015219338,0.000895255,0,0,0,0,0,0.011638317,0,0,0,0,0,0,0.024171889,0,0,0,0.050134288,0,0,0,0,0.015219338,0,0,0.095792301,0.374216652,0,0,0,0.004476276,0,0,0.022381379,0,0,0.010743062,0.003581021,0.043867502,0,0.128916741,0
0,0.012798635,0,0.031569966,0.005119454,0,0.006825939,0.150170648,0.028156997,0,0,0.000853242,0,0,0,0.032423208,0.001706485,0,0,0,0,0,0.001706485,0,0,0,0.043515358,0,0,0,0,0.004266212,0,0,0.116894198,0.292662116,0.003412969,0,0,0.002559727,0,0,0.034129693,0,0,0.007679181,0,0.024744027,0,0.198805461,0
0,0.002207506,0,0.029801325,0.004415011,0,0,0.131346578,0.029801325,0,0,0,0,0,0,0.002207506,0.001103753,0,0,0,0.003311258,0,0.004415011,0,0,0,0.024282561,0,0.003311258,0,0,0.001103753,0,0,0.1401766,0.408388521,0,0,0,0,0,0,0.079470199,0,0,0.001103753,0,0.018763797,0,0.114790287,0
0,0.009879254,0,0.021953897,0.006586169,0,0.001097695,0.216245884,0.006586169,0,0,0.001097695,0,0,0.001097695,0.00219539,0,0,0,0,0,0,0.003293085,0,0,0,0.080131723,0,0,0.001097695,0,0.005488474,0,0,0.195389682,0.261251372,0.001097695,0,0,0.00219539,0,0,0.003293085,0,0,0.00219539,0,0.012074643,0,0.165751921,0
0,0.010111223,0,0.049544995,0.002022245,0,0,0.167846309,0.05156724,0,0,0.001011122,0,0,0.009100101,0,0,0,0,0,0,0,0.002022245,0,0,0,0.046511628,0.004044489,0,0,0,0.040444894,0,0,0.141557128,0.218402427,0.005055612,0,0,0.006066734,0,0,0.023255814,0,0,0.001011122,0,0.021233569,0,0.199191102,0
0,0.004110997,0,0.042137718,0,0,0,0.27954779,0.01336074,0,0,0.003083248,0,0,0.007194245,0.020554985,0.002055498,0,0,0,0,0,0.004110997,0,0,0.001027749,0.047276465,0,0.003083248,0.001027749,0,0.016443988,0,0,0.154162384,0.167523124,0.005138746,0,0,0.01336074,0,0,0.016443988,0.001027749,0,0.001027749,0,0.027749229,0,0.162384378,0
0,0.000931966,0,0.084808947,0,0,0.000931966,0.207828518,0.02889096,0,0,0.002795899,0,0,0.002795899,0.000931966,0,0,0,0,0,0.003727866,0.011183597,0,0,0,0.032618826,0.000931966,0.000931966,0.004659832,0,0.022367195,0,0,0.156570363,0.218080149,0.004659832,0,0,0.007455732,0,0,0.054054054,0.008387698,0,0.008387698,0.001863933,0.029822926,0,0.103448276,0
0,0.009657594,0,0.065847234,0,0,0,0.261633011,0.035996488,0,0,0,0,0,0.001755926,0.016681299,0,0,0,0,0,0,0.007023705,0,0,0,0.054433714,0,0,0,0,0.005267779,0,0,0.132572432,0.180860404,0.003511853,0.002633889,0,0.004389816,0,0,0.019315189,0,0,0.007023705,0,0.022827041,0,0.16856892,0
0,0.001004016,0,0.053212851,0,0,0.004016064,0.166666667,0.031124498,0,0,0.001004016,0,0,0.006024096,0.004016064,0,0,0,0,0.001004016,0,0,0,0,0,0.0562249,0,0,0.001004016,0,0.010040161,0,0,0.15562249,0.270080321,0.00502008,0,0,0.006024096,0,0,0.024096386,0,0,0.004016064,0,0.022088353,0,0.177710843,0
0,0.001156069,0,0.049710983,0.027745665,0,0.006936416,0.310982659,0.011560694,0,0,0.003468208,0,0,0.001156069,0.034682081,0.008092486,0,0,0,0.004624277,0.001156069,0.001156069,0,0.001156069,0,0.101734104,0,0.003468208,0,0,0.005780347,0,0,0.085549133,0.146820809,0,0,0,0.002312139,0,0.001156069,0.009248555,0,0,0,0.002312139,0.013872832,0,0.16416185,0
0,0.003405221,0,0.046538025,0.001135074,0,0,0.190692395,0.013620885,0,0,0.003405221,0,0,0,0.004540295,0.002270148,0,0,0,0.001135074,0.002270148,0.003405221,0,0,0,0.078320091,0,0.006810443,0,0,0.005675369,0,0,0.136208854,0.308740068,0,0,0,0,0,0.002270148,0.056753689,0,0,0,0,0.01816118,0,0.114642452,0
0,0.004535147,0,0.046485261,0.028344671,0,0,0.167800454,0.012471655,0,0,0.005668934,0,0,0,0.003401361,0,0,0,0,0.010204082,0,0,0,0.001133787,0,0.071428571,0.001133787,0,0,0,0.004535147,0,0,0.092970522,0.265306122,0.002267574,0,0,0,0,0,0.066893424,0,0,0,0,0.040816327,0,0.172335601,0
0,0.005964215,0.001988072,0.100397614,0.024850895,0,0.012922465,0.258449304,0.031809145,0,0,0.000994036,0,0,0,0.000994036,0.001988072,0,0,0,0,0,0.004970179,0,0,0,0.068588469,0,0.004970179,0,0,0.011928429,0,0,0.102385686,0.188866799,0.001988072,0.003976143,0,0,0,0,0.057654076,0,0,0.000994036,0,0.033797217,0,0.079522863,0
0,0.005136986,0,0.055650685,0.015410959,0,0.005993151,0.191780822,0.033390411,0,0,0.002568493,0,0,0.001712329,0.011130137,0.001712329,0,0,0,0,0.004280822,0.004280822,0,0,0,0.09760274,0,0,0,0,0.003424658,0.000856164,0,0.120719178,0.177226027,0.001712329,0,0,0.001712329,0,0.002568493,0.043664384,0,0,0,0,0.007705479,0,0.207191781,0
0,0.014814815,0.001234568,0.02962963,0.017283951,0,0.001234568,0.209876543,0.016049383,0,0,0.020987654,0,0,0.003703704,0.013580247,0.00617284,0,0,0,0.002469136,0,0.002469136,0,0,0,0.065432099,0,0.003703704,0,0,0.003703704,0,0,0.086419753,0.258024691,0,0,0,0,0,0.002469136,0.033333333,0,0,0,0,0.007407407,0,0.2,0
0,0.001006036,0,0.018108652,0,0,0,0.242454728,0.002012072,0,0,0.001006036,0,0.002012072,0,0.031187123,0,0,0,0,0,0,0.002012072,0,0,0,0.076458753,0,0,0,0,0.006036217,0,0,0.095573441,0.234406439,0,0,0,0,0,0,0.002012072,0,0,0,0.002012072,0.022132797,0,0.26056338,0.001006036
0,0,0,0.02443609,0.001879699,0,0.00093985,0.231203008,0.004699248,0,0,0.001879699,0,0.003759398,0,0.028195489,0,0,0,0,0,0,0.007518797,0,0,0,0.060150376,0,0,0,0,0.015037594,0,0,0.044172932,0.359962406,0.00093985,0,0,0.007518797,0,0,0.031954887,0,0,0.00093985,0,0.015977444,0,0.158834586,0
0,0.002798507,0,0.041977612,0.000932836,0,0.000932836,0.317164179,0.006529851,0,0,0.000932836,0,0,0.000932836,0.005597015,0,0,0,0,0.000932836,0,0,0,0,0,0.068097015,0,0,0.001865672,0,0.018656716,0,0,0.10261194,0.280783582,0,0.002798507,0,0.001865672,0,0,0.01119403,0,0,0,0,0.006529851,0,0.126865672,0
0,0.006820119,0,0.008525149,0.00170503,0,0,0.241261722,0.00511509,0,0,0,0,0,0,0.018755328,0,0,0,0,0,0,0.00170503,0,0,0,0.042625746,0.000852515,0,0,0,0.025575448,0,0,0.082693947,0.358908781,0,0,0,0,0,0,0.029838022,0,0,0.00170503,0,0.040920716,0,0.125319693,0
0,0.0092827,0,0.02278481,0.004219409,0,0,0.218565401,0.004219409,0,0,0.000843882,0,0.000843882,0,0.012658228,0,0,0,0,0,0,0.000843882,0,0,0,0.040506329,0,0,0,0,0.008438819,0,0,0.111392405,0.357805907,0,0,0,0.001687764,0,0,0.017721519,0,0,0.002531646,0,0.025316456,0,0.160337553,0
0,0.000952381,0,0.006666667,0.003809524,0,0,0.160952381,0,0,0,0,0,0.003809524,0,0,0,0,0,0,0.000952381,0,0.005714286,0,0,0,0.056190476,0,0.000952381,0,0,0.005714286,0,0,0.102857143,0.420952381,0,0,0,0,0,0,0.068571429,0,0,0.001904762,0,0.008571429,0,0.151428571,0
0,0.012282497,0,0.013306039,0.008188332,0,0.004094166,0.185261003,0.001023541,0,0,0.001023541,0,0,0,0.002047083,0.004094166,0,0,0,0,0,0.002047083,0,0,0,0.068577277,0,0,0,0,0.003070624,0,0,0.208802456,0.290685773,0.001023541,0,0,0.001023541,0,0.002047083,0.001023541,0,0,0.004094166,0,0.003070624,0,0.18321392,0
0,0.008303677,0,0.03202847,0,0,0,0.181494662,0.007117438,0,0.002372479,0,0,0,0,0.003558719,0,0,0,0,0,0,0.007117438,0,0,0,0.048635824,0.003558719,0,0,0,0.020166074,0,0,0.175563464,0.231316726,0.002372479,0,0,0.007117438,0,0.00118624,0.036773428,0,0,0.00118624,0,0.026097272,0,0.204033215,0
0,0.00990099,0,0.03960396,0.000990099,0,0,0.20990099,0.004950495,0,0,0.000990099,0,0.003960396,0,0.007920792,0,0,0,0,0,0,0.000990099,0,0,0,0.098019802,0,0,0,0,0.006930693,0,0,0.216831683,0.2,0.000990099,0,0,0.005940594,0,0,0.011881188,0,0,0.001980198,0,0.017821782,0,0.158415842,0.000990099
0,0.012282497,0,0.013306039,0.008188332,0,0.004094166,0.185261003,0.001023541,0,0,0.001023541,0,0,0,0.002047083,0.004094166,0,0,0,0,0,0.002047083,0,0,0,0.068577277,0,0,0,0,0.003070624,0,0,0.208802456,0.290685773,0.001023541,0,0,0.001023541,0,0.002047083,0.001023541,0,0,0.004094166,0,0.003070624,0,0.18321392,0
0,0.009507347,0,0.057908384,0,0,0,0.267934313,0.005185825,0,0,0,0,0,0.000864304,0.011235955,0,0,0,0,0,0,0.00605013,0,0,0.000864304,0.052722558,0,0,0.000864304,0,0.012100259,0,0,0.11840968,0.219533276,0.003457217,0,0,0.008643042,0,0.000864304,0.026793431,0,0,0.003457217,0,0.014693172,0,0.178046672,0
0,0.001176471,0,0.049411765,0,0,0.001176471,0.188235294,0.002352941,0,0,0.004705882,0,0,0,0.002352941,0,0,0,0,0,0,0,0,0,0,0.056470588,0,0,0.002352941,0,0.008235294,0,0,0.148235294,0.305882353,0,0,0,0.001176471,0,0,0.02,0,0,0.001176471,0,0.010588235,0,0.196470588,0
0,0,0,0.035550459,0.033256881,0,0.003440367,0.308486239,0.001146789,0,0,0.002293578,0,0,0,0.035550459,0.013761468,0,0,0,0.002293578,0,0,0,0,0,0.114678899,0.002293578,0,0.001146789,0,0.004587156,0,0,0.086009174,0.172018349,0.001146789,0,0,0,0,0.001146789,0.003440367,0,0,0,0,0.01146789,0,0.166284404,0
0,0.001069519,0,0.042780749,0.007486631,0,0.001069519,0.205347594,0.002139037,0,0,0.001069519,0,0,0.013903743,0.002139037,0.006417112,0,0,0,0.001069519,0,0.001069519,0,0,0,0.090909091,0,0,0,0,0.007486631,0,0,0.101604278,0.286631016,0,0,0,0,0,0,0.048128342,0,0,0.001069519,0,0.010695187,0,0.167914439,0
0,0.01122449,0,0.013265306,0.032653061,0,0,0.205102041,0.006122449,0,0,0.002040816,0,0.002040816,0,0.001020408,0,0,0,0,0,0,0,0,0,0,0.047959184,0,0.001020408,0,0,0.007142857,0,0,0.080612245,0.226530612,0,0,0,0,0,0,0.063265306,0,0,0,0,0.015306122,0,0.283673469,0
0,0.005687204,0,0.07014218,0.019905213,0,0,0.288151659,0.011374408,0,0,0,0,0.003791469,0,0,0,0,0,0,0,0,0.000947867,0,0,0,0.097630332,0,0.003791469,0.001895735,0,0.020853081,0,0.007582938,0.121327014,0.209478673,0.001895735,0.003791469,0,0,0,0,0.053080569,0,0,0,0,0.007582938,0,0.071090047,0
