,,Jan/Feb 2001,,,,Pin Frame Data Cover,,,,,,,,,,,,,,,,,,,,,,,,,
,,N - WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Themeda,P. mezianum,P. stramineum,Lintonia,Brachiaria,Aerva,Aspilia,Commelina,Conyza,Discoriste,Helichrysum,Hibiscus,Indigofera sch.,Indigofera brev.,Kyllinger,Misopates,Monechima,Monsonia,Pavonia,Phyllanthus,Polygala,Portulaca,Rhinacanthus,Rhynchosia,Solanum big,Solanum small,bare,
8,H,Y,N,1,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,
8,G,Y,N,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,
8,F,Y,N,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,,
8,E,Y,N,1,1,1,,1,,,,,,,,1,,,,,,,,,,,,,,,
8,D,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,
8,C,Y,N,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,
8,B,Y,N,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
8,A,Y,N,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
9,A,Y,N,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
9,B,Y,N,1,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,
9,C,Y,N,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
9,D,Y,N,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,
9,E,Y,N,,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,
9,F,Y,N,,,1,,,,1,1,,,,,,,,,,,,,,,,,,1,,
9,G,Y,N,,,1,1,1,,,1,,,,,1,,,,,,,,,,,,,,,
9,H,Y,N,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
9,I,Y,N,1,,1,1,,,,,,,1,,,,,,,,,,,,,,,1,,
9,J,Y,N,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,
10,J,Y,N,,1,,1,,1,,,,1,,,,,,,,,,,,,,,,,,
10,I,Y,N,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
10,H,Y,N,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
10,G,Y,N,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,
10,F,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,
10,E,Y,N,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
10,D,Y,N,1,1,,1,,1,,,,1,,,,,,,,,,,,,,,,,,
10,C,Y,N,,,1,1,,1,1,,,,1,,,,,,,,,,,,,,,,,
10,B,Y,N,,,1,,,1,,,,,1,,,,,,1,,,,,,,,,,,
10,A,Y,N,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
,,% freq.,,51,48,74,44,43,16,29,3,0,4,18,1,7,0,0,0,9,0,0,0,0,0,0,6,0,14,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
