,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trap station,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,,,,% cover,Rel. cover,
Trap station,A,B,C,D,E,F,G,H,I,J,J,I,H,G,F,E,D,C,B,A,A,B,C,D,E,F,G,H,I,J,J,I,H,G,F,E,D,C,B,A,A,B,C,D,E,F,G,H,I,J,J,I,H,G,F,E,D,C,B,A,A,B,C,D,E,F,G,H,I,J,J,I,H,G,F,E,D,C,B,A,A,B,C,D,E,F,G,H,I,J,J,I,H,G,F,E,D,C,B,A,,Hits/100 pins,,plants,plants,
Pin frame data cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total hits,% cover,Rel. cov.,only,only,p*ln(p)
Bothriochloa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,0.2,0.001885014,,0.003021148,-0.017529059
Brachiaria,,,,,,4,,1,,6,,1,7,,,3,,,1,3,,,,,1,5,,,2,,1,2,,,,,,,4,,1,,2,4,,,5,,2,,3,,4,,,,,,,1,,,,4,2,2,,,3,,,,,1,5,,,1,6,4,,,3,,,,,,,,,,,,1,2,,1,,,98,9.8,0.092365693,,0.148036254,-0.282793371
Dinebra,,,,1,1,,,,2,,,,,,,,,,,2,,,,1,1,1,,1,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,3,,5,2,,,,1,,,2,,,1,,2,,,,,2,,2,,2,,,,,,,,38,3.8,0.035815269,,0.057401813,-0.164035977
Eragrostis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0
Lintonia,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,3,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1.1,0.010367578,,0.016616314,-0.068083192
Mariscus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.1,0.000942507,,0.001510574,-0.009811579
P. mezianum,2,,,7,,,,,,,,,,,,,10,,4,,,10,,,,,,,,,4,,,,,,,,,,1,3,3,,,,,,8,,,5,,,,,,,,,,,,6,,,2,7,,8,,,7,,,7,10,6,,,2,,1,,8,,1,3,,4,,2,,,,,,4,3,,138,13.8,0.130065975,,0.208459215,-0.326866523
P. stramineum,4,,3,,1,,,3,,,,,,1,4,,,1,,,,,,,,,,,1,,,,6,1,10,3,2,4,,1,3,4,,,3,5,1,7,,,4,,,4,9,5,5,2,,3,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,4,2,,,,,122,12.2,0.114985862,,0.18429003,-0.311679502
